sku_id,category,week,your_price,competitor_price,cost,units_sold
ELE_0006,Electronics,2,628.33,659.56,460.69,46
ELE_0006,Electronics,3,573.95,642.31,460.69,55
ELE_0006,Electronics,4,582.95,520.52,460.69,52
ELE_0006,Electronics,5,580.4,651.9,460.69,54
ELE_0006,Electronics,6,570.7,486.02,460.69,57
ELE_0006,Electronics,7,604.8,659.5,460.69,43
ELE_0006,Electronics,8,619.37,537.1,460.69,50
ELE_0006,Electronics,9,624.06,675.0,460.69,51
ELE_0006,Electronics,10,618.68,533.33,460.69,44
ELE_0006,Electronics,11,576.01,576.79,460.69,59
ELE_0006,Electronics,12,606.24,670.1,460.69,46
ELE_0006,Electronics,13,612.5,556.1,460.69,46
ELE_0006,Electronics,14,611.02,699.04,460.69,43
ELE_0006,Electronics,15,571.8,591.75,460.69,55
ELE_0006,Electronics,16,621.45,660.52,460.69,50
ELE_0006,Electronics,17,574.02,519.52,460.69,48
ELE_0006,Electronics,18,595.98,646.77,460.69,49
ELE_0006,Electronics,19,602.79,538.62,460.69,54
ELE_0006,Electronics,20,586.57,600.3,460.69,56
ELE_0006,Electronics,21,607.39,687.67,460.69,50
ELE_0006,Electronics,22,598.96,581.72,460.69,58
ELE_0006,Electronics,23,575.67,512.48,460.69,53
ELE_0006,Electronics,24,586.77,574.08,460.69,52
ELE_0006,Electronics,25,606.52,590.47,460.69,45
ELE_0006,Electronics,26,581.56,596.97,460.69,47
ELE_0007,Electronics,1,98.5,90.39,64.64,46
ELE_0007,Electronics,2,99.4,105.42,64.64,48
ELE_0007,Electronics,3,100.26,94.73,64.64,47
ELE_0007,Electronics,4,99.24,97.2,64.64,49
ELE_0007,Electronics,5,97.38,97.75,64.64,57
ELE_0007,Electronics,6,102.57,115.53,64.64,47
ELE_0007,Electronics,7,98.95,107.85,64.64,51
ELE_0007,Electronics,8,102.08,101.9,64.64,49
ELE_0007,Electronics,9,94.53,104.23,64.64,54
ELE_0007,Electronics,10,96.58,91.77,64.64,50
ELE_0007,Electronics,11,96.91,103.97,64.64,50
ELE_0007,Electronics,12,101.98,112.89,64.64,53
ELE_0007,Electronics,13,95.33,98.21,64.64,46
ELE_0007,Electronics,14,97.42,110.82,64.64,61
ELE_0007,Electronics,15,101.44,95.69,64.64,49
ELE_0007,Electronics,16,100.78,97.39,64.64,48
ELE_0007,Electronics,17,93.92,85.72,64.64,55
ELE_0007,Electronics,18,95.43,85.87,64.64,56
ELE_0007,Electronics,19,103.58,105.32,64.64,43
ELE_0007,Electronics,20,103.59,92.45,64.64,52
ELE_0007,Electronics,21,97.69,85.38,64.64,51
ELE_0007,Electronics,22,98.1,97.2,64.64,49
ELE_0007,Electronics,23,95.6,107.28,64.64,54
ELE_0007,Electronics,24,96.11,90.11,64.64,49
ELE_0007,Electronics,25,99.6,99.4,64.64,46
ELE_0007,Electronics,26,96.22,106.14,64.64,53
ELE_0008,Electronics,1,428.54,371.73,299.62,44
ELE_0008,Electronics,2,419.21,398.89,299.62,51
ELE_0008,Electronics,3,416.83,450.42,299.62,58
ELE_0008,Electronics,4,417.76,469.09,299.62,47
ELE_0008,Electronics,5,432.18,411.51,299.62,44
ELE_0008,Electronics,6,413.32,465.07,299.62,50
ELE_0008,Electronics,7,404.09,384.55,299.62,55
ELE_0008,Electronics,8,397.72,448.72,299.62,56
ELE_0008,Electronics,9,409.52,421.62,299.62,51
ELE_0008,Electronics,10,408.29,433.16,299.62,52
ELE_0008,Electronics,11,437.68,453.48,299.62,51
ELE_0008,Electronics,12,428.47,480.31,299.62,39
ELE_0008,Electronics,13,436.9,473.86,299.62,42
ELE_0008,Electronics,14,401.44,429.43,299.62,48
ELE_0008,Electronics,15,419.77,439.18,299.62,56
ELE_0008,Electronics,16,437.79,409.98,299.62,53
ELE_0008,Electronics,17,428.0,408.29,299.62,42
ELE_0008,Electronics,18,398.39,431.54,299.62,51
ELE_0008,Electronics,19,437.83,433.23,299.62,40
ELE_0008,Electronics,20,413.87,450.33,299.62,56
ELE_0008,Electronics,21,419.87,457.92,299.62,51
ELE_0008,Electronics,22,431.03,371.16,299.62,41
ELE_0008,Electronics,23,398.71,351.98,299.62,54
ELE_0008,Electronics,24,426.46,461.48,299.62,45
ELE_0008,Electronics,25,427.56,466.15,299.62,49
ELE_0008,Electronics,26,406.47,421.33,299.62,50
ELE_0009,Electronics,1,83.8,71.97,55.88,46
ELE_0009,Electronics,2,85.6,90.01,55.88,43
ELE_0009,Electronics,3,85.24,81.35,55.88,58
ELE_0009,Electronics,4,80.68,82.87,55.88,50
ELE_0009,Electronics,5,80.49,89.82,55.88,47
ELE_0009,Electronics,6,78.92,75.18,55.88,47
ELE_0009,Electronics,7,84.87,97.57,55.88,48
ELE_0009,Electronics,8,81.58,72.69,55.88,53
ELE_0009,Electronics,9,86.44,91.65,55.88,40
ELE_0009,Electronics,10,81.45,91.6,55.88,58
ELE_0009,Electronics,11,79.33,76.13,55.88,48
ELE_0009,Electronics,12,79.89,68.33,55.88,48
ELE_0009,Electronics,13,83.45,79.53,55.88,47
ELE_0009,Electronics,14,86.12,92.63,55.88,43
ELE_0009,Electronics,15,80.57,90.17,55.88,45
ELE_0009,Electronics,16,80.9,90.83,55.88,49
ELE_0009,Electronics,17,84.34,86.64,55.88,49
ELE_0009,Electronics,18,80.69,74.43,55.88,55
ELE_0009,Electronics,19,79.5,88.43,55.88,54
ELE_0009,Electronics,20,82.85,90.11,55.88,48
ELE_0009,Electronics,21,81.83,81.25,55.88,55
ELE_0009,Electronics,22,83.78,91.69,55.88,46
ELE_0009,Electronics,23,84.71,76.71,55.88,51
ELE_0009,Electronics,24,79.06,82.69,55.88,51
ELE_0009,Electronics,25,82.44,80.78,55.88,53
ELE_0009,Electronics,26,86.13,75.87,55.88,43
ELE_0010,Electronics,1,207.02,208.02,117.78,55
ELE_0010,Electronics,2,198.62,175.48,117.78,53
ELE_0010,Electronics,3,198.82,210.64,117.78,49
ELE_0010,Electronics,4,203.84,197.37,117.78,54
ELE_0010,Electronics,5,197.59,174.59,117.78,49
ELE_0010,Electronics,6,197.58,198.06,117.78,48
ELE_0010,Electronics,7,204.48,200.27,117.78,49
ELE_0010,Electronics,8,215.05,199.59,117.78,52
ELE_0010,Electronics,9,202.6,201.38,117.78,48
ELE_0010,Electronics,10,202.3,192.03,117.78,55
ELE_0010,Electronics,11,198.57,196.23,117.78,55
ELE_0010,Electronics,12,200.69,173.44,117.78,51
ELE_0010,Electronics,13,216.66,184.76,117.78,50
ELE_0010,Electronics,14,198.21,175.06,117.78,44
ELE_0010,Electronics,15,202.58,206.79,117.78,47
ELE_0010,Electronics,16,215.22,183.24,117.78,51
ELE_0010,Electronics,17,210.43,189.14,117.78,47
ELE_0010,Electronics,18,215.35,199.47,117.78,46
ELE_0010,Electronics,19,207.01,213.43,117.78,58
ELE_0010,Electronics,20,205.08,224.35,117.78,54
ELE_0010,Electronics,21,214.18,220.65,117.78,52
ELE_0010,Electronics,22,206.17,194.89,117.78,53
ELE_0010,Electronics,23,198.18,189.05,117.78,54
ELE_0010,Electronics,24,201.0,214.58,117.78,60
ELE_0010,Electronics,25,212.92,201.24,117.78,49
ELE_0010,Electronics,26,209.91,186.36,117.78,50
ELE_0011,Electronics,1,440.73,505.75,261.27,49
ELE_0011,Electronics,2,419.12,481.12,261.27,57
ELE_0011,Electronics,3,423.98,474.51,261.27,53
ELE_0011,Electronics,4,442.0,458.15,261.27,49
ELE_0011,Electronics,5,420.61,432.54,261.27,55
ELE_0011,Electronics,6,447.62,492.77,261.27,48
ELE_0011,Electronics,7,444.62,408.78,261.27,53
ELE_0011,Electronics,8,429.56,443.83,261.27,47
ELE_0011,Electronics,9,435.84,459.06,261.27,56
ELE_0011,Electronics,10,443.36,477.73,261.27,44
ELE_0011,Electronics,11,436.85,438.76,261.27,49
ELE_0011,Electronics,12,453.45,456.2,261.27,45
ELE_0011,Electronics,13,422.53,471.92,261.27,51
ELE_0011,Electronics,14,448.45,401.28,261.27,44
ELE_0011,Electronics,15,426.25,387.83,261.27,47
ELE_0011,Electronics,16,439.08,469.84,261.27,50
ELE_0011,Electronics,17,435.08,437.3,261.27,56
ELE_0011,Electronics,18,450.59,488.84,261.27,54
ELE_0011,Electronics,19,423.0,474.26,261.27,50
ELE_0011,Electronics,20,453.54,399.1,261.27,53
ELE_0011,Electronics,21,451.14,386.6,261.27,56
ELE_0011,Electronics,22,435.0,463.62,261.27,50
ELE_0011,Electronics,23,435.77,412.13,261.27,65
ELE_0011,Electronics,24,443.98,431.88,261.27,53
ELE_0011,Electronics,25,459.58,455.12,261.27,50
ELE_0011,Electronics,26,435.0,421.18,261.27,50
ELE_0012,Electronics,1,162.05,184.16,118.77,47
ELE_0012,Electronics,2,158.09,170.11,118.77,53
ELE_0012,Electronics,3,161.04,146.65,118.77,46
ELE_0012,Electronics,4,165.06,163.5,118.77,49
ELE_0012,Electronics,5,157.2,156.33,118.77,56
ELE_0012,Electronics,6,167.21,166.98,118.77,41
ELE_0012,Electronics,7,160.62,150.73,118.77,51
ELE_0012,Electronics,8,170.9,191.49,118.77,51
ELE_0012,Electronics,9,172.64,196.1,118.77,42
ELE_0012,Electronics,10,158.73,149.42,118.77,51
ELE_0012,Electronics,11,158.06,174.46,118.77,49
ELE_0012,Electronics,12,165.39,148.78,118.77,49
ELE_0012,Electronics,13,159.1,175.9,118.77,49
ELE_0012,Electronics,14,168.57,158.26,118.77,42
ELE_0012,Electronics,15,163.13,175.85,118.77,50
ELE_0012,Electronics,16,159.86,181.04,118.77,61
ELE_0012,Electronics,17,171.22,150.69,118.77,47
ELE_0012,Electronics,18,170.4,154.02,118.77,49
ELE_0012,Electronics,19,163.87,151.35,118.77,54
ELE_0012,Electronics,20,170.48,189.64,118.77,43
ELE_0012,Electronics,21,165.2,152.73,118.77,42
ELE_0012,Electronics,22,159.11,180.11,118.77,53
ELE_0012,Electronics,23,169.26,170.16,118.77,55
ELE_0012,Electronics,24,165.18,166.99,118.77,48
ELE_0012,Electronics,25,158.63,140.82,118.77,54
ELE_0012,Electronics,26,164.4,186.75,118.77,51
ELE_0013,Electronics,1,359.21,308.57,221.69,55
ELE_0013,Electronics,2,383.65,363.11,221.69,48
ELE_0013,Electronics,3,367.01,356.05,221.69,48
ELE_0013,Electronics,4,356.78,409.08,221.69,54
ELE_0013,Electronics,5,377.2,373.66,221.69,50
ELE_0013,Electronics,6,383.79,365.53,221.69,44
ELE_0013,Electronics,7,362.49,394.51,221.69,61
ELE_0013,Electronics,8,377.53,410.79,221.69,54
ELE_0013,Electronics,9,383.9,376.76,221.69,46
ELE_0013,Electronics,10,349.97,401.77,221.69,52
ELE_0013,Electronics,11,352.17,347.76,221.69,53
ELE_0013,Electronics,12,355.49,369.6,221.69,53
ELE_0013,Electronics,13,383.83,363.01,221.69,43
ELE_0013,Electronics,14,366.86,384.46,221.69,44
ELE_0013,Electronics,15,367.29,416.88,221.69,44
ELE_0013,Electronics,16,356.41,375.45,221.69,54
ELE_0013,Electronics,17,351.36,346.05,221.69,55
ELE_0013,Electronics,18,377.49,433.19,221.69,47
ELE_0013,Electronics,19,374.19,352.02,221.69,54
ELE_0013,Electronics,20,363.37,389.37,221.69,50
ELE_0013,Electronics,21,370.57,395.0,221.69,50
ELE_0013,Electronics,22,383.29,374.01,221.69,46
ELE_0013,Electronics,23,362.49,352.5,221.69,53
ELE_0013,Electronics,24,354.52,311.1,221.69,55
ELE_0013,Electronics,25,374.02,392.3,221.69,50
ELE_0013,Electronics,26,361.91,329.1,221.69,49
ELE_0014,Electronics,1,536.38,476.74,322.67,47
ELE_0014,Electronics,2,508.47,475.45,322.67,54
ELE_0014,Electronics,3,549.17,500.16,322.67,49
ELE_0014,Electronics,4,538.15,611.27,322.67,40
ELE_0014,Electronics,5,514.61,533.98,322.67,56
ELE_0014,Electronics,6,552.64,536.01,322.67,44
ELE_0014,Electronics,7,502.38,487.32,322.67,53
ELE_0014,Electronics,8,533.34,524.37,322.67,52
ELE_0014,Electronics,9,546.2,517.07,322.67,51
ELE_0014,Electronics,10,526.99,547.89,322.67,47
ELE_0014,Electronics,11,514.03,577.67,322.67,54
ELE_0014,Electronics,12,545.64,623.92,322.67,43
ELE_0014,Electronics,13,541.49,584.15,322.67,58
ELE_0014,Electronics,14,525.23,484.3,322.67,50
ELE_0014,Electronics,15,516.41,478.89,322.67,53
ELE_0014,Electronics,16,522.78,478.69,322.67,48
ELE_0014,Electronics,17,546.55,492.06,322.67,47
ELE_0014,Electronics,18,518.88,565.19,322.67,57
ELE_0014,Electronics,19,508.45,550.3,322.67,48
ELE_0014,Electronics,20,521.73,599.77,322.67,47
ELE_0014,Electronics,21,509.27,497.48,322.67,65
ELE_0014,Electronics,22,550.36,629.75,322.67,47
ELE_0014,Electronics,23,508.43,552.78,322.67,53
ELE_0014,Electronics,24,547.83,574.69,322.67,42
ELE_0014,Electronics,25,545.07,492.15,322.67,46
ELE_0014,Electronics,26,530.28,530.4,322.67,52
ELE_0015,Electronics,1,440.34,442.51,334.68,52
ELE_0015,Electronics,2,428.95,490.29,334.68,53
ELE_0015,Electronics,3,417.77,408.34,334.68,52
ELE_0015,Electronics,4,426.62,407.85,334.68,51
ELE_0015,Electronics,5,433.33,475.09,334.68,52
ELE_0015,Electronics,6,411.91,442.66,334.68,50
ELE_0015,Electronics,7,419.03,468.44,334.68,50
ELE_0015,Electronics,8,435.3,382.55,334.68,45
ELE_0015,Electronics,9,420.82,366.22,334.68,51
ELE_0015,Electronics,10,398.45,390.84,334.68,52
ELE_0015,Electronics,11,399.89,418.16,334.68,61
ELE_0015,Electronics,12,405.47,362.51,334.68,44
ELE_0015,Electronics,13,432.95,438.01,334.68,45
ELE_0015,Electronics,14,402.32,389.58,334.68,58
ELE_0015,Electronics,15,409.22,440.2,334.68,51
ELE_0015,Electronics,16,429.89,425.33,334.68,40
ELE_0015,Electronics,17,407.62,371.96,334.68,52
ELE_0015,Electronics,18,403.41,353.3,334.68,51
ELE_0015,Electronics,19,405.78,445.11,334.68,53
ELE_0015,Electronics,20,439.96,392.08,334.68,44
ELE_0015,Electronics,21,417.25,403.85,334.68,50
ELE_0015,Electronics,22,439.34,488.48,334.68,41
ELE_0015,Electronics,23,407.69,426.78,334.68,51
ELE_0015,Electronics,24,429.24,437.79,334.68,45
ELE_0015,Electronics,25,433.18,460.54,334.68,46
ELE_0015,Electronics,26,400.5,412.7,334.68,45
ELE_0016,Electronics,1,220.85,242.49,140.95,45
ELE_0016,Electronics,2,212.83,198.19,140.95,52
ELE_0016,Electronics,3,211.31,215.37,140.95,48
ELE_0016,Electronics,4,205.95,175.12,140.95,47
ELE_0016,Electronics,5,223.79,233.61,140.95,49
ELE_0016,Electronics,6,223.7,221.68,140.95,51
ELE_0016,Electronics,7,224.67,194.98,140.95,54
ELE_0016,Electronics,8,217.14,197.3,140.95,45
ELE_0016,Electronics,9,209.14,183.99,140.95,46
ELE_0016,Electronics,10,213.63,192.87,140.95,50
ELE_0016,Electronics,11,223.05,211.03,140.95,44
ELE_0016,Electronics,12,205.72,196.92,140.95,54
ELE_0016,Electronics,13,217.67,198.43,140.95,48
ELE_0016,Electronics,14,224.55,197.59,140.95,42
ELE_0016,Electronics,15,207.01,214.44,140.95,48
ELE_0016,Electronics,16,222.88,239.88,140.95,52
ELE_0016,Electronics,17,215.86,248.02,140.95,46
ELE_0016,Electronics,18,213.17,201.91,140.95,48
ELE_0016,Electronics,19,216.95,236.88,140.95,47
ELE_0016,Electronics,20,225.6,225.51,140.95,46
ELE_0016,Electronics,21,213.09,218.51,140.95,50
ELE_0016,Electronics,22,211.44,191.98,140.95,58
ELE_0016,Electronics,23,223.18,229.16,140.95,54
ELE_0016,Electronics,24,213.33,208.95,140.95,50
ELE_0016,Electronics,25,224.48,253.63,140.95,46
ELE_0016,Electronics,26,211.62,208.51,140.95,57
ELE_0017,Electronics,1,321.89,304.58,228.8,52
ELE_0017,Electronics,2,316.26,277.8,228.8,48
ELE_0017,Electronics,3,327.29,316.4,228.8,51
ELE_0017,Electronics,4,322.15,346.85,228.8,49
ELE_0017,Electronics,5,330.61,373.01,228.8,50
ELE_0017,Electronics,6,325.55,281.85,228.8,54
ELE_0017,Electronics,7,316.7,356.97,228.8,48
ELE_0017,Electronics,8,304.29,262.16,228.8,61
ELE_0017,Electronics,9,322.15,276.39,228.8,54
ELE_0017,Electronics,10,331.42,331.06,228.8,50
ELE_0017,Electronics,11,304.31,330.48,228.8,48
ELE_0017,Electronics,12,332.27,319.62,228.8,50
ELE_0017,Electronics,13,312.79,280.94,228.8,50
ELE_0017,Electronics,14,320.04,323.54,228.8,53
ELE_0017,Electronics,15,334.99,370.73,228.8,42
ELE_0017,Electronics,16,323.16,359.82,228.8,41
ELE_0017,Electronics,17,330.1,328.29,228.8,46
ELE_0017,Electronics,18,335.58,346.37,228.8,51
ELE_0017,Electronics,19,315.98,308.17,228.8,46
ELE_0017,Electronics,20,329.58,362.97,228.8,49
ELE_0017,Electronics,21,313.86,349.11,228.8,50
ELE_0017,Electronics,22,320.8,317.3,228.8,54
ELE_0017,Electronics,23,309.37,324.99,228.8,52
ELE_0017,Electronics,24,323.95,279.25,228.8,53
ELE_0017,Electronics,25,320.86,293.36,228.8,49
ELE_0017,Electronics,26,310.17,295.67,228.8,48
ELE_0018,Electronics,1,590.3,674.31,372.91,49
ELE_0018,Electronics,2,581.29,646.06,372.91,48
ELE_0018,Electronics,3,568.54,556.78,372.91,52
ELE_0018,Electronics,4,574.59,659.67,372.91,59
ELE_0018,Electronics,5,546.29,580.02,372.91,57
ELE_0018,Electronics,6,595.68,514.39,372.91,49
ELE_0018,Electronics,7,591.93,524.01,372.91,50
ELE_0018,Electronics,8,591.77,530.66,372.91,46
ELE_0018,Electronics,9,596.41,608.48,372.91,46
ELE_0018,Electronics,10,569.46,494.82,372.91,43
ELE_0018,Electronics,11,561.76,509.41,372.91,53
ELE_0018,Electronics,12,599.2,526.27,372.91,51
ELE_0018,Electronics,13,584.51,642.38,372.91,51
ELE_0018,Electronics,14,592.2,670.97,372.91,47
ELE_0018,Electronics,15,589.54,597.62,372.91,48
ELE_0018,Electronics,16,595.45,679.73,372.91,52
ELE_0018,Electronics,17,571.63,564.15,372.91,49
ELE_0018,Electronics,18,564.68,546.3,372.91,56
ELE_0018,Electronics,19,548.41,594.46,372.91,49
ELE_0018,Electronics,20,597.27,617.38,372.91,44
ELE_0018,Electronics,21,553.0,504.2,372.91,61
ELE_0018,Electronics,22,556.5,559.13,372.91,54
ELE_0018,Electronics,23,599.93,552.48,372.91,45
ELE_0018,Electronics,24,552.77,480.36,372.91,50
ELE_0018,Electronics,25,576.53,647.87,372.91,52
ELE_0018,Electronics,26,579.82,527.96,372.91,47
ELE_0019,Electronics,1,419.26,400.13,307.37,43
ELE_0019,Electronics,2,390.25,382.97,307.37,56
ELE_0019,Electronics,3,396.37,428.57,307.37,50
ELE_0019,Electronics,4,388.52,367.63,307.37,53
ELE_0019,Electronics,5,408.19,400.2,307.37,52
ELE_0019,Electronics,6,410.15,369.41,307.37,47
ELE_0019,Electronics,7,388.73,342.94,307.37,46
ELE_0019,Electronics,8,402.03,403.02,307.37,48
ELE_0019,Electronics,9,421.1,419.37,307.37,50
ELE_0019,Electronics,10,398.11,346.37,307.37,45
ELE_0019,Electronics,11,390.33,406.44,307.37,53
ELE_0019,Electronics,12,420.57,416.66,307.37,45
ELE_0019,Electronics,13,400.27,347.47,307.37,52
ELE_0019,Electronics,14,407.2,441.62,307.37,54
ELE_0019,Electronics,15,406.78,450.25,307.37,49
ELE_0019,Electronics,16,395.14,414.41,307.37,55
ELE_0019,Electronics,17,419.73,403.48,307.37,48
ELE_0019,Electronics,18,413.77,414.49,307.37,43
ELE_0019,Electronics,19,399.63,365.52,307.37,43
ELE_0019,Electronics,20,386.45,351.51,307.37,52
ELE_0019,Electronics,21,411.17,459.86,307.37,47
ELE_0019,Electronics,22,385.63,438.39,307.37,51
ELE_0019,Electronics,23,389.12,364.76,307.37,54
ELE_0019,Electronics,24,416.61,449.17,307.37,50
ELE_0019,Electronics,25,388.22,371.64,307.37,47
ELE_0019,Electronics,26,387.1,360.79,307.37,50
ELE_0020,Electronics,1,149.18,129.93,100.51,44
ELE_0020,Electronics,2,150.31,161.49,100.51,50
ELE_0020,Electronics,3,145.43,159.42,100.51,47
ELE_0020,Electronics,4,144.15,130.15,100.51,50
